1,开放基金赎回
2,开放基金赎回返款
3,托管转入
4,托管转出
5,批量利息归本
6,批量利税代扣
7,拆出质押购回
8,拆出购回
9,指定交易
10,新股入帐
11,新股入账
12,新股申购
13,权证入帐
14,港股通组合费
15,港股通组合费收取
16,港股通组合费补扣
17,申购中签
18,申购赎回过入
19,申购赎回过出
20,申购返款
21,申购配号
22,红利差异税扣税
23,红股入帐
24,红股入账
25,红股派息
26,股息入帐
27,股息入账
28,股息红利税补缴
29,证券买入
30,证券买入清算
31,证券卖出
32,质押回购拆出
33,资金红冲
34,资金蓝补
35,赎回冻结
36,赎回到帐
37,赎回确认
38,赎回解冻
39,转存管转入
40,转存管转出
41,退款退息
42,配售权证
43,配股入帐
44,配股缴款
45,银行转取
46,银行转存
47,银证转入
48,银证转出
